day,instrument,side,entry_time,entry_price,exit_time,exit_price,qty,exit_reason,r_multiple,pnl_usd,entry_atr_ticks,scaled
2026-06-02,MES,LONG,2026-06-02 12:00:00-04:00,7625.00,2026-06-02 15:00:00-04:00,7623.25,3,SESSION_FLATTEN,-0.060,-30.69,77.3,False
2026-06-04,MES,LONG,2026-06-04 12:00:00-04:00,7581.50,2026-06-04 15:00:00-04:00,7599.50,3,SESSION_FLATTEN,0.671,265.56,71.6,False
2026-06-05,MES,SHORT,2026-06-05 12:00:00-04:00,7490.00,2026-06-05 14:00:00-04:00,7420.76,2,TARGET,1.993,689.40,92.6,False
2026-06-09,MES,SHORT,2026-06-09 12:00:00-04:00,7312.25,2026-06-09 14:00:00-04:00,7371.81,1,STOP,-1.004,-299.30,158.2,False
2026-06-23,MES,SHORT,2026-06-23 12:00:00-04:00,7453.75,2026-06-23 15:00:00-04:00,7435.00,1,SESSION_FLATTEN,0.359,92.27,139.2,False
2026-06-29,MES,LONG,2026-06-29 13:00:00-04:00,7477.75,2026-06-29 15:00:00-04:00,7496.75,1,SESSION_FLATTEN,0.321,93.52,157.6,False
2026-06-30,MES,LONG,2026-06-30 12:00:00-04:00,7546.00,2026-06-30 15:00:00-04:00,7544.75,1,SESSION_FLATTEN,-0.024,-7.73,139.0,False
2026-07-01,MES,LONG,2026-07-01 12:00:00-04:00,7572.75,2026-07-01 15:00:00-04:00,7541.50,2,SESSION_FLATTEN,-0.722,-315.46,115.4,False
2026-07-02,MES,SHORT,2026-07-02 13:00:00-04:00,7501.50,2026-07-02 15:00:00-04:00,7526.75,2,SESSION_FLATTEN,-0.580,-255.46,116.0,False
2026-07-06,MES,LONG,2026-07-06 12:00:00-04:00,7587.75,2026-07-06 15:00:00-04:00,7593.00,2,SESSION_FLATTEN,0.117,49.54,122.1,False
2026-07-08,MES,SHORT,2026-07-08 12:00:00-04:00,7480.75,2026-07-08 13:00:00-04:00,7523.83,2,STOP,-1.006,-433.72,114.2,False
2026-07-09,MES,LONG,2026-07-09 12:00:00-04:00,7574.25,2026-07-09 15:00:00-04:00,7590.50,2,SESSION_FLATTEN,0.397,159.54,109.1,False
2026-07-10,MES,LONG,2026-07-10 12:00:00-04:00,7600.50,2026-07-10 15:00:00-04:00,7620.75,2,SESSION_FLATTEN,0.527,199.54,102.4,False
2026-07-17,MES,SHORT,2026-07-17 12:00:00-04:00,7534.25,2026-07-17 15:00:00-04:00,7497.00,2,SESSION_FLATTEN,0.957,369.54,103.8,False
2026-07-21,MES,LONG,2026-07-21 13:00:00-04:00,7550.75,2026-07-21 15:00:00-04:00,7545.50,2,SESSION_FLATTEN,-0.135,-55.46,103.6,False
2026-07-22,MES,LONG,2026-07-22 12:00:00-04:00,7560.50,2026-07-22 15:00:00-04:00,7536.25,2,SESSION_FLATTEN,-0.724,-245.46,89.4,False
2026-07-23,MES,SHORT,2026-07-23 12:00:00-04:00,7438.25,2026-07-23 15:00:00-04:00,7444.00,2,SESSION_FLATTEN,-0.151,-60.46,101.7,False
2026-07-27,MES,SHORT,2026-07-27 12:00:00-04:00,7432.75,2026-07-27 15:00:00-04:00,7449.50,2,SESSION_FLATTEN,-0.384,-170.46,116.2,False
2026-07-29,MES,SHORT,2026-07-29 12:00:00-04:00,7393.00,2026-07-29 14:00:00-04:00,7437.08,2,STOP,-1.006,-443.72,116.9,False
2026-07-31,MES,LONG,2026-07-31 12:00:00-04:00,7482.75,2026-07-31 15:00:00-04:00,7519.75,1,SESSION_FLATTEN,0.665,183.52,148.4,False
2026-08-03,MES,LONG,2026-08-03 12:00:00-04:00,7611.75,2026-08-03 15:00:00-04:00,7628.00,1,SESSION_FLATTEN,0.304,79.77,142.5,False
2026-08-04,MES,LONG,2026-08-04 12:00:00-04:00,7736.75,2026-08-04 15:00:00-04:00,7781.25,1,SESSION_FLATTEN,0.889,221.02,133.5,False
